x,y,z,layer_group,layer_id,segment_id,seq
-0.11881823743155384,-0.5341744680769994,-0.17658107022026576,plane,0,1,29
-0.1289774245476497,-0.5341662629298756,-0.17675142901389873,plane,0,1,30
-0.13913792041655704,-0.5341179121542272,-0.17674565962548439,plane,0,1,31
-0.14929598650588707,-0.5340542670334365,-0.1765290715884054,plane,0,1,32
-0.15945289826489947,-0.5340225844531863,-0.17625590707524708,plane,0,1,33
-0.16960450236995017,-0.5339541543405926,-0.17583462968857824,plane,0,1,34
-0.17975053231799776,-0.53392312848574,-0.1752905323238293,plane,0,1,35
-0.1899024295695153,-0.5339178937792037,-0.17487272318373567,plane,0,1,36
-0.20005798231312888,-0.5339271427731871,-0.17454735127584095,plane,0,1,37
-0.21021822961444037,-0.5339466536298715,-0.17448674314533869,plane,0,1,38
-0.22037873909291797,-0.5339581993592084,-0.1744411351868015,plane,0,1,39
-0.2305385782017331,-0.5339741905485019,-0.17431297815804095,plane,0,1,40
-0.24068676151560786,-0.5339842297361848,-0.1738127959972518,plane,0,1,41
-0.2507849594663707,-0.5339841106528378,-0.17268620393124529,plane,0,1,42
-0.2607671224457901,-0.5339567292396057,-0.17079330640869683,plane,0,1,43
-0.27062519945700564,-0.5339246367112548,-0.16833219368272906,plane,0,1,44
-0.3010406362948569,-0.5005406606174305,-0.15323121461967715,remain,0,0,0
-0.29197811694820214,-0.5007700058863185,-0.15840906296660626,remain,0,0,1
-0.2824072403364969,-0.5008075796918015,-0.16250571940312955,remain,0,0,2
-0.27208628030142906,-0.5007293925571864,-0.16420559113716934,remain,0,0,3
-0.26172200436825305,-0.5009856025389474,-0.16406145493943775,remain,0,0,4
-0.25118461012605287,-0.501335291077126,-0.16299175382563358,remain,0,0,5
-0.24121902101134646,-0.5005839243918119,-0.1637270176882837,remain,0,0,6
-0.23629626697748785,-0.4937095166807729,-0.17066795280331673,remain,0,0,7
-0.229849300925954,-0.48864329633677106,-0.17572630022857336,remain,0,0,8
-0.2189993455498533,-0.48869798058962066,-0.17545309223756067,remain,0,0,9
-0.20868825641359987,-0.48836029313175283,-0.175778527112889,remain,0,0,10
-0.19830247844948654,-0.48970995249797344,-0.1756459572928997,remain,0,0,11
-0.1879598126476771,-0.49085867286682416,-0.17554504010327818,remain,0,0,12
-0.1776026580977941,-0.491956572983697,-0.1753316762543886,remain,0,0,13
-0.16727652290291095,-0.4932720339080778,-0.17492100384434722,remain,0,0,14
-0.15684897500464956,-0.4926341593266992,-0.1751949299044084,remain,0,0,15
-0.14646904653792678,-0.4917649838476464,-0.17554858809001397,remain,0,0,16
-0.13607168294840147,-0.49081082989870695,-0.17577249914794077,remain,0,0,17
-0.12568258963628648,-0.49046692946931403,-0.17580839377179258,remain,0,0,18
-0.1152707794012983,-0.4912910997246202,-0.1754292681291799,remain,0,0,19
-0.10487214992998,-0.4920323812708488,-0.17514080758499367,remain,0,0,20
-0.09448483256422081,-0.4929638189702733,-0.1748828055413634,remain,0,0,21
-0.08410261552119411,-0.49402034656120686,-0.17453976187185324,remain,0,0,22
-0.07367713150149703,-0.49411600698043395,-0.1746149590554656,remain,0,0,23
-0.06326931804392003,-0.49475504147996396,-0.17449111953104726,remain,0,0,24
-0.052845975035297595,-0.49477130926842844,-0.17462959868807093,remain,0,0,25
-0.04241515775924361,-0.494807353377447,-0.1749012206488889,remain,0,0,26
-0.031990095426654375,-0.49516372551493104,-0.17511473552781995,remain,0,0,27
-0.02157115570456376,-0.49486830356825534,-0.1755646851409271,remain,0,0,28
-0.011186661700904661,-0.4940494194776436,-0.1761443540445187,remain,0,0,29
-0.0007560522510395541,-0.494098715869488,-0.17641040202431013,remain,0,0,30
0.009667383582185239,-0.49447196312812214,-0.17644487302501533,remain,0,0,31
0.02006127591363047,-0.4936300545272783,-0.17689066946104282,remain,0,0,32
0.030449570411099372,-0.4927750667356701,-0.1772603140088114,remain,0,0,33
0.04087831223551094,-0.4931199449317334,-0.17713467508503858,remain,0,0,34
0.05130578227777845,-0.4933346926248311,-0.17696411583290927,remain,0,0,35
0.06170821438219248,-0.4924640157185692,-0.1769646608060865,remain,0,0,36
0.07208112955366727,-0.49167355359609954,-0.1768952027041407,remain,0,0,37
0.08242893413181288,-0.49303781149535425,-0.17659632591194915,remain,0,0,38
0.09285921668804906,-0.4932339512458285,-0.17642243635430754,remain,0,0,39
0.10322144242090207,-0.49443881709810394,-0.17612464857217483,remain,0,0,40
0.11360752270161693,-0.49552450841200596,-0.17587135471993293,remain,0,0,41
0.12388336827201504,-0.4969379024556112,-0.17545118754770558,remain,0,0,42
0.13442148687508235,-0.4982813489426666,-0.17508365474325868,remain,0,0,43
0.1435282212359445,-0.5012482280923128,-0.17311003986637516,remain,0,0,44
0.14942903780106148,-0.5082588216607442,-0.16742515038269856,remain,0,0,45
0.15881332129092104,-0.5107457568539517,-0.16409693130697967,remain,0,0,46
0.16932552540100904,-0.5108646695138146,-0.1644549477538882,remain,0,0,47
0.17968261385129422,-0.511169914392599,-0.1640145154007609,remain,0,0,48
0.1899748557692446,-0.5117914938302722,-0.16212628713079083,remain,0,0,49
0.19954141556816718,-0.5124045754195055,-0.15811661245169958,remain,0,0,50
0.20874286992502628,-0.5127962686406345,-0.1531917133352956,remain,0,0,51
0.20985664399812257,-0.5603073449521498,-0.15355709777703405,remain,0,1,0
0.19968569071615086,-0.5599869179809845,-0.15925452610987315,remain,0,1,1
0.18896982005767107,-0.5598523584714501,-0.16384982582052335,remain,0,1,2
0.17802550528357688,-0.5597309445258506,-0.1679021420537048,remain,0,1,3
0.16673943429963592,-0.5594489270734126,-0.17080039997982457,remain,0,1,4
0.15527513907347648,-0.559070659392232,-0.17288119822598216,remain,0,1,5
0.14371318862549406,-0.5589296810472092,-0.17519083628361984,remain,0,1,6
0.13291075820019835,-0.5585707906834573,-0.17505536359715249,remain,0,1,7
0.12417544790609097,-0.5580562297581176,-0.16657921697700806,remain,0,1,8
0.11333187372749377,-0.5577937418520101,-0.1628028353223976,remain,0,1,9
0.101734782928036,-0.5575698851438541,-0.16108539479053643,remain,0,1,10
0.09008855394027324,-0.5573041413349784,-0.1611957672045915,remain,0,1,11
0.07842706387376107,-0.5570193066684483,-0.1611044890674938,remain,0,1,12
0.06680385088484017,-0.5567628932828624,-0.16135239712756802,remain,0,1,13
0.05518946023189366,-0.5564533603503723,-0.1621219327419761,remain,0,1,14
0.04358900218689346,-0.556264241616631,-0.16323122490667838,remain,0,1,15
0.03206899794199144,-0.5559104907991891,-0.16511823551611418,remain,0,1,16
0.021084798328148743,-0.5545791229433142,-0.16798870262270404,remain,0,1,17
0.013573588848886802,-0.5504778000508147,-0.17669702895402276,remain,0,1,18
0.005441378416809468,-0.5528893382727429,-0.1839362295996427,remain,0,1,19
-0.005484318228369628,-0.5556442033907959,-0.18559502492333327,remain,0,1,20
-0.017237529563150857,-0.5549432789167538,-0.1855157637224818,remain,0,1,21
-0.028875414016930855,-0.5544905229437231,-0.18553925004532448,remain,0,1,22
-0.04053748129572136,-0.5541854178161829,-0.18559800289827152,remain,0,1,23
-0.052197724447937834,-0.5539072108160333,-0.18567660627377355,remain,0,1,24
-0.06386829137150071,-0.5535930804886349,-0.1856426787327484,remain,0,1,25
-0.07545795787360542,-0.5532847650798708,-0.18503138168679947,remain,0,1,26
-0.08738268500391086,-0.5532233145937036,-0.18538971730220674,remain,0,1,27
-0.09700584549015762,-0.5520338588073264,-0.18040156485350153,remain,0,1,28
-0.10591641293040227,-0.5508384918096159,-0.17270266793553796,remain,0,1,29
-0.1176117003992752,-0.550674547967711,-0.17090555345191016,remain,0,1,30
-0.12839344078345158,-0.5488363417576798,-0.1742609684948024,remain,0,1,31
-0.1398441527120468,-0.5476164195880578,-0.1768927466761314,remain,0,1,32
-0.14482189663324554,-0.5406705968838365,-0.184001950261301,remain,0,1,33
-0.14781109796060177,-0.5320992807294321,-0.19298427444631017,remain,0,1,34
-0.1583117131786244,-0.531394428306124,-0.1943997831686714,remain,0,1,35
-0.1652463945382013,-0.5367791836309171,-0.186857639153803,remain,0,1,36
-0.16611738167062162,-0.5437571515513493,-0.17504547000906598,remain,0,1,37
-0.1676957684123268,-0.549468153339492,-0.16439978983667375,remain,0,1,38
-0.17636178275697206,-0.5511885908724805,-0.16032356287742092,remain,0,1,39
-0.18738805078919088,-0.5498607270529002,-0.16594836252094156,remain,0,1,40
-0.1973986923184044,-0.5498276849273595,-0.1660407893242921,remain,0,1,41
-0.2090727512492355,-0.5500797790128309,-0.16375536927568707,remain,0,1,42
-0.2192928553619713,-0.54946300367354,-0.1687161104871778,remain,0,1,43
-0.2288119590902624,-0.5489949244116145,-0.17658280761524,remain,0,1,44
-0.23951530978853242,-0.5488026988970597,-0.1831389683892975,remain,0,1,45
-0.2502482577408705,-0.5485460176539548,-0.18263589432268765,remain,0,1,46
-0.2604123962503524,-0.548350742855082,-0.17659179262581418,remain,0,1,47
-0.27061610484178467,-0.5482315608935715,-0.17098968254710672,remain,0,1,48
-0.28070904667101126,-0.5481409017443126,-0.16514263569215093,remain,0,1,49
-0.2907497604521632,-0.548104014366699,-0.15920399910456307,remain,0,1,50
-0.3007627688163824,-0.5480766865100973,-0.15322015757832752,remain,0,1,51
-0.2986394174400796,-0.5953741186849731,-0.15408170691638942,remain,0,2,0
-0.2890542282703237,-0.5960480549936423,-0.16069160389107945,remain,0,2,1
-0.27917887433972477,-0.5966959320697083,-0.1668316217283941,remain,0,2,2
-0.26797970112722364,-0.597500641052074,-0.1702281314461204,remain,0,2,3
-0.25695648094151635,-0.5973660098738702,-0.16759656612872234,remain,0,2,4
-0.24644667408666668,-0.5969788487066153,-0.16136323135981398,remain,0,2,5
-0.23532502074117162,-0.5970793120349844,-0.15987620119720236,remain,0,2,6
-0.22682234299680154,-0.6007753230949326,-0.1665209477418985,remain,0,2,7
-0.22520544050804941,-0.6119832463403921,-0.17282163257606897,remain,0,2,8
-0.22521888342623392,-0.6250098212900795,-0.17738471068527423,remain,0,2,9
-0.22071309959756535,-0.6332599128746675,-0.17958136799276542,remain,0,2,10
-0.2090507994585548,-0.6343073054261332,-0.17928114614106155,remain,0,2,11
-0.19767659644990884,-0.6365046648396443,-0.17836533145489192,remain,0,2,12
-0.18599530254416138,-0.636756857028678,-0.17824527486750757,remain,0,2,13
-0.17437469242397918,-0.6366416622074781,-0.17820809603151186,remain,0,2,14
-0.16279744658645598,-0.6361263728820156,-0.17854514159554744,remain,0,2,15
-0.1511154615163569,-0.6363705673069844,-0.17854709610428232,remain,0,2,16
-0.13950864967947785,-0.6361144883465061,-0.17887569382999138,remain,0,2,17
-0.1279329163225424,-0.6354684110422908,-0.17921875376422733,remain,0,2,18
-0.12249846059156334,-0.6251529631162488,-0.1790547295993567,remain,0,2,19
-0.1172955185365019,-0.6143436025647845,-0.17858771267259482,remain,0,2,20
-0.10601295326727843,-0.6124809382750156,-0.17787232123829966,remain,0,2,21
-0.09479257361756548,-0.6098190042226219,-0.1762305423053616,remain,0,2,22
-0.08310918581085892,-0.609507472392973,-0.17625051431280614,remain,0,2,23
-0.07150520093848146,-0.6101818488688396,-0.17685436061046955,remain,0,2,24
-0.05983890533417092,-0.6099180491398942,-0.17650968128700983,remain,0,2,25
-0.04823903064979873,-0.6091190805535411,-0.17565915495368092,remain,0,2,26
-0.03671330536977623,-0.6082454823078605,-0.1742720674219372,remain,0,2,27
-0.02518954961588766,-0.6072762936585736,-0.17205401349171975,remain,0,2,28
-0.013797558199448532,-0.6083367343069922,-0.1732307455139247,remain,0,2,29
-0.0022114197589138745,-0.6092829918735159,-0.1727042191301672,remain,0,2,30
0.00954876188580352,-0.6100545989167475,-0.17334990144640455,remain,0,2,31
0.017717530063170846,-0.6176966862836551,-0.17566796989939423,remain,0,2,32
0.02177955686813042,-0.630018900759025,-0.17695224729914552,remain,0,2,33
0.03012776923080216,-0.6343049271499923,-0.17754629826472576,remain,0,2,34
0.04215879026801548,-0.6337346039882769,-0.17737163184550722,remain,0,2,35
0.05373851311037679,-0.634471262467313,-0.1771276783122945,remain,0,2,36
0.06532177595160564,-0.6330762264677497,-0.17759187233241805,remain,0,2,37
0.07696699701718178,-0.6333569389880804,-0.1775957350196277,remain,0,2,38
0.08857291109548837,-0.6320669221712244,-0.17792933927539073,remain,0,2,39
0.09997833325404008,-0.629917808130332,-0.17814882293406803,remain,0,2,40
0.11127514393079954,-0.626800783267269,-0.17812362372744375,remain,0,2,41
0.12216329711589623,-0.6235891610688649,-0.17717972777415972,remain,0,2,42
0.13088788267112372,-0.6160880269962388,-0.1745611079954713,remain,0,2,43
0.1408410090339575,-0.6114340735356388,-0.17061197008228918,remain,0,2,44
0.15084743251008578,-0.6079566494281908,-0.165877775919981,remain,0,2,45
0.16238635075817928,-0.6073801663039835,-0.16403171137508177,remain,0,2,46
0.17402322992421324,-0.6075142906408204,-0.16348966575440665,remain,0,2,47
0.18557761588743749,-0.6075420135655863,-0.16195717137357396,remain,0,2,48
0.19679772132430123,-0.6074849444508085,-0.15877515360686267,remain,0,2,49
0.20741764340385074,-0.6074504374320153,-0.1539726775226311,remain,0,2,50
-0.3414752215685719,-0.4763262873426669,-0.11837913571990205,remain,1,0,0
-0.333707369187619,-0.47617033104424455,-0.12532127346262836,remain,1,0,1
-0.32605933239596324,-0.4756955177497037,-0.13239044628796026,remain,1,0,2
-0.31764057986059463,-0.4741891885303493,-0.13833495428773915,remain,1,0,3
-0.3082607163879874,-0.47259102102491163,-0.14248174146300752,remain,1,0,4
-0.29766948506897783,-0.471846434563968,-0.14446046617244987,remain,1,0,5
-0.28843658952264833,-0.4684061762975262,-0.14563414458685545,remain,1,0,6
-0.28215983188753163,-0.4600365657265815,-0.14690019324273423,remain,1,0,7
-0.2748005152334965,-0.4523831125049159,-0.14617060261482084,remain,1,0,8
-0.2652967980028908,-0.44838745725556883,-0.14476038976040506,remain,1,0,9
-0.25486139082527026,-0.44779648427232993,-0.14481666149312525,remain,1,0,10
-0.2444749091764251,-0.44818664838077943,-0.14534700794546287,remain,1,0,11
-0.23404912879603984,-0.44806807109324587,-0.1452518871167409,remain,1,0,12
-0.22362829138107462,-0.4481458080632889,-0.14537816324539804,remain,1,0,13
-0.21321193324813606,-0.4483957673119305,-0.14552403735630481,remain,1,0,14
-0.20283692885133356,-0.44905694797812273,-0.14590510537812076,remain,1,0,15
-0.19245809719001084,-0.44806995939132827,-0.14534487783110736,remain,1,0,16
-0.18210901365879986,-0.44702510831459885,-0.144730921028542,remain,1,0,17
-0.1717232998884458,-0.4463911910454495,-0.14436502962155814,remain,1,0,18
-0.16129487059663583,-0.4464865268346957,-0.1445431911653856,remain,1,0,19
-0.15088724928630193,-0.44688281730839974,-0.14468991896993347,remain,1,0,20
-0.14050776886545602,-0.447795923700348,-0.14489836480856183,remain,1,0,21
-0.130099255829972,-0.4482716313100426,-0.14459746971968326,remain,1,0,22
-0.11970081924366863,-0.4489507316091064,-0.1444747193814043,remain,1,0,23
-0.10930160018500457,-0.4496188770660385,-0.14456671679433422,remain,1,0,24
-0.09888501085994551,-0.4499868557431422,-0.14450283001521097,remain,1,0,25
-0.08846478030335685,-0.44998752630939204,-0.14440049497310486,remain,1,0,26
-0.07804660063380414,-0.44994476529811606,-0.14458185815867025,remain,1,0,27
-0.06762789871545859,-0.4499577952770033,-0.1447667185848607,remain,1,0,28
-0.05720488271318959,-0.4498100595367347,-0.1447435044311584,remain,1,0,29
-0.04679751506576108,-0.44941726366850987,-0.14443904089702264,remain,1,0,30
-0.036409246768048825,-0.44871541887141553,-0.14397317110219243,remain,1,0,31
-0.026008215881616725,-0.4482085589275078,-0.14349314230278096,remain,1,0,32
-0.015591840382523776,-0.44830254107383427,-0.14346538155751262,remain,1,0,33
-0.005167905878647517,-0.4484090502910207,-0.1435826242153357,remain,1,0,34
0.005226345009670284,-0.448968408342713,-0.1440745541833195,remain,1,0,35
0.015637550797693123,-0.4491623882404482,-0.14403913545959535,remain,1,0,36
0.026050600448880277,-0.44948707925731335,-0.1437459021093571,remain,1,0,37
0.03645974443183913,-0.4500009876452534,-0.14355765337882895,remain,1,0,38
0.04684745192300341,-0.4508069124416881,-0.14350993071912715,remain,1,0,39
0.05722359889540832,-0.4517948325872245,-0.14340420726090855,remain,1,0,40
0.06756407193071096,-0.4530847726669442,-0.1434177701168525,remain,1,0,41
0.07793634800228715,-0.45409498705102946,-0.14346815474248556,remain,1,0,42
0.08827731915202876,-0.4553271573374792,-0.1438608249163885,remain,1,0,43
0.0986769997887172,-0.4559564459609082,-0.14400382474801,remain,1,0,44
0.10909627139031017,-0.456188317082173,-0.14405698740106918,remain,1,0,45
0.11951620779773092,-0.4560687265290231,-0.14419292945410508,remain,1,0,46
0.12992996264672835,-0.45642011208344735,-0.14437317654689194,remain,1,0,47
0.14034526167796915,-0.4561589368287993,-0.14415792426860893,remain,1,0,48
0.15075366431222675,-0.45668923118579685,-0.14429472411036856,remain,1,0,49
0.16117039051617205,-0.45669894184026133,-0.14401415485088484,remain,1,0,50
0.1715302944557402,-0.4578569759350346,-0.14398044608952254,remain,1,0,51
0.18186505719348672,-0.4591963821777173,-0.14387627480313905,remain,1,0,52
0.1919374436542379,-0.46179857772536187,-0.14331699773510606,remain,1,0,53
0.20172001811184181,-0.4653169465222507,-0.14224163892083008,remain,1,0,54
0.21161628270524435,-0.46780377253209227,-0.1402494259293103,remain,1,0,55
0.22124319097368536,-0.469868236515876,-0.13685420998195083,remain,1,0,56
0.2300021032826089,-0.47269338813752976,-0.1319518983633456,remain,1,0,57
0.23830731424399237,-0.4745341421404392,-0.12593387308256332,remain,1,0,58
0.24611539498985413,-0.47545526345046624,-0.11909934126418585,remain,1,0,59
0.24594456905888554,-0.5217094333111666,-0.1213190976144942,remain,1,1,0
0.23762081791609435,-0.5220458975301014,-0.1301257580648269,remain,1,1,1
0.2290136125345362,-0.5222807610817222,-0.13865855177816364,remain,1,1,2
0.21986391139980194,-0.5221810319054304,-0.14661636879148002,remain,1,1,3
0.21058212030892756,-0.5222981508065246,-0.1544168918111991,remain,1,1,4
0.19971414957456865,-0.5211612008798397,-0.1596310661024652,remain,1,1,5
0.18714278364440398,-0.5205305103813126,-0.1591292041364142,remain,1,1,6
0.17566898574369977,-0.5208522863918905,-0.15261364097279578,remain,1,1,7
0.16604869695545793,-0.5218074604767174,-0.14366920271143288,remain,1,1,8
0.15561568907317844,-0.5219121753281285,-0.1419580604609669,remain,1,1,9
0.14685813561788294,-0.5174387618484402,-0.14921141174417102,remain,1,1,10
0.14482272226543055,-0.5061561543802712,-0.15705186481967723,remain,1,1,11
0.14475003231705777,-0.4932208332234869,-0.16358398031747165,remain,1,1,12
0.14108944652450872,-0.48435588944407926,-0.1675077128538131,remain,1,1,13
0.12990160757447963,-0.4832221668994632,-0.16800828244988833,remain,1,1,14
0.11790368398398529,-0.481088186704968,-0.16767513277243815,remain,1,1,15
0.10579122576620888,-0.4806031809540239,-0.16763546684145328,remain,1,1,16
0.09385437553568968,-0.47845488034081585,-0.16738777610207262,remain,1,1,17
0.08201613963866942,-0.47590891965513044,-0.16695833718655034,remain,1,1,18
0.070169082252244,-0.47338260839473917,-0.166719540432372,remain,1,1,19
0.0581135177675845,-0.472009075103095,-0.16694118619136245,remain,1,1,20
0.04610354433294494,-0.47141783497227435,-0.16730587749937592,remain,1,1,21
0.034063682993169225,-0.47298910691829443,-0.16829063562166383,remain,1,1,22
0.02198598984586287,-0.4724095983990036,-0.16858447616991204,remain,1,1,23
0.010289478245164765,-0.4692612102072715,-0.16790875931913335,remain,1,1,24
-0.0015722065043798966,-0.46695737971761914,-0.1670854088175719,remain,1,1,25
-0.013533210984001147,-0.46517997088086366,-0.1662180584850256,remain,1,1,26
-0.025649517411220443,-0.4655608387288638,-0.16647746062888744,remain,1,1,27
-0.037752217646707935,-0.46649256411555284,-0.16684293148618856,remain,1,1,28
-0.04939533569183294,-0.4697040896189669,-0.16811803713725523,remain,1,1,29
-0.06125143197846172,-0.47024047254761514,-0.1684275563828869,remain,1,1,30
-0.07332345042852433,-0.47114041008290825,-0.1686960073923932,remain,1,1,31
-0.08543698008536559,-0.4711331427851863,-0.1685162389801718,remain,1,1,32
-0.09751952036053801,-0.4700561766159117,-0.1682722798669044,remain,1,1,33
-0.10932940654106538,-0.46750785109594456,-0.16749282737136278,remain,1,1,34
-0.12138852515375077,-0.466446785925216,-0.1674486612155344,remain,1,1,35
-0.1334993174278643,-0.4663763974431353,-0.1679306752963757,remain,1,1,36
-0.14556548807811237,-0.46755173836946096,-0.16884375549201508,remain,1,1,37
-0.15751541009688658,-0.4676118352646943,-0.16915079563253457,remain,1,1,38
-0.16958036921184277,-0.4667355542486391,-0.16879713861777565,remain,1,1,39
-0.18157849622835603,-0.46573783985641254,-0.16819662007018696,remain,1,1,40
-0.1935588836069712,-0.46560523368326046,-0.16812354096202828,remain,1,1,41
-0.20560887519053228,-0.46692886854946514,-0.16862450575994523,remain,1,1,42
-0.21795124864871696,-0.46755487990738576,-0.16913098221481535,remain,1,1,43
-0.2280996200469701,-0.4702204971251478,-0.16851115822411303,remain,1,1,44
-0.2311624025892451,-0.4800814075323526,-0.16447342349796945,remain,1,1,45
-0.23031857057762894,-0.4939509105244608,-0.15840085856421848,remain,1,1,46
-0.22931968275922945,-0.5080477823501465,-0.1519360850560907,remain,1,1,47
-0.23191729788115434,-0.5185907992580837,-0.1467217246068163,remain,1,1,48
-0.241486074845364,-0.5221563861644366,-0.14447240379849857,remain,1,1,49
-0.2544035688353117,-0.52196499061176,-0.14794375349182873,remain,1,1,50
-0.2663783064872302,-0.5219308736683307,-0.1559780363342826,remain,1,1,51
-0.2773239185698607,-0.5220206583835193,-0.16368875184802978,remain,1,1,52
-0.28725349479564255,-0.5221075412853193,-0.16610512466185984,remain,1,1,53
-0.29637854839510946,-0.5220053280521886,-0.15959393016614631,remain,1,1,54
-0.3058688627571968,-0.5217919982417286,-0.1520833756418488,remain,1,1,55
-0.3148326998722315,-0.5219821472398003,-0.14390321568962183,remain,1,1,56
