x y z nx ny nz
-0.312223 -0.668515 -0.095238 0.300648 0.853524 0.425567
-0.306029 -0.670605 -0.095238 0.248828 0.884103 0.395534
-0.299802 -0.672093 -0.095238 0.176899 0.914603 0.363605
-0.293950 -0.673209 -0.095238 0.112570 0.936692 0.331567
-0.288629 -0.674018 -0.095238 0.088868 0.941867 0.324020
-0.283309 -0.674602 -0.095238 0.059317 0.951199 0.302824
-0.277487 -0.674972 -0.095238 0.048844 0.954128 0.295386
-0.271072 -0.675239 -0.095238 0.041106 0.958100 0.283468
-0.264678 -0.675400 -0.095238 0.036963 0.959655 0.278740
-0.258858 -0.675531 -0.095238 0.032574 0.959324 0.280423
-0.253337 -0.675608 -0.095238 0.028118 0.959960 0.278722
-0.247519 -0.675645 -0.095238 0.023419 0.959303 0.281404
-0.241113 -0.675641 -0.095238 0.014185 0.958180 0.285815
-0.234705 -0.675660 -0.095238 0.001635 0.957180 0.289490
-0.228845 -0.675668 -0.095238 -0.007154 0.956323 0.292223
-0.223495 -0.675683 -0.095238 -0.016188 0.956150 0.292429
-0.218174 -0.675670 -0.095238 -0.025316 0.954910 0.295813
-0.212344 -0.675635 -0.095238 -0.033677 0.952113 0.303885
-0.205510 -0.675415 -0.095238 -0.031182 0.949505 0.312199
-0.197491 -0.675110 -0.095238 -0.025365 0.946234 0.322487
-0.188508 -0.674707 -0.095238 -0.023356 0.944845 0.326684
-0.179543 -0.674436 -0.095238 -0.031004 0.945705 0.323544
-0.171478 -0.674150 -0.095238 -0.037425 0.950893 0.307250
-0.164024 -0.674007 -0.095238 -0.031692 0.955460 0.293415
-0.156918 -0.673915 -0.095238 -0.017298 0.957602 0.287575
-0.149379 -0.673925 -0.095238 0.009686 0.962875 0.269774
-0.142266 -0.673975 -0.095238 0.029661 0.964709 0.261643
-0.135323 -0.674206 -0.095238 0.041276 0.965509 0.257075
-0.128342 -0.674675 -0.095238 0.048190 0.965219 0.256964
-0.120715 -0.675234 -0.095238 0.050838 0.964946 0.257477
-0.112573 -0.675706 -0.095238 0.049275 0.959674 0.276763
-0.105150 -0.675988 -0.095238 0.036592 0.952148 0.303440
-0.098810 -0.676162 -0.095238 0.025627 0.947674 0.318208
-0.093521 -0.676271 -0.095238 0.016215 0.944761 0.327358
-0.088271 -0.676352 -0.095238 0.009588 0.943084 0.332416
-0.082502 -0.676393 -0.095238 0.002363 0.940040 0.341057
-0.076160 -0.676384 -0.095238 -0.008526 0.936180 0.351418
-0.069775 -0.676340 -0.095238 -0.019740 0.932970 0.359413
-0.062797 -0.676127 -0.095238 -0.027500 0.931243 0.363359
-0.055326 -0.675672 -0.095238 -0.042804 0.928228 0.369540
-0.046999 -0.674948 -0.095238 -0.059562 0.922375 0.381677
-0.039783 -0.674308 -0.095238 -0.058143 0.920443 0.386528
-0.033578 -0.673949 -0.095238 -0.029458 0.921213 0.387941
-0.028561 -0.673930 -0.095238 -0.013068 0.921120 0.389060
-0.023474 -0.674042 -0.095238 0.005004 0.921816 0.387595
-0.017305 -0.674310 -0.095238 0.040182 0.924035 0.380191
-0.009958 -0.674699 -0.095238 0.055532 0.925882 0.373711
-0.001155 -0.675223 -0.095238 0.044444 0.942892 0.330119
0.008168 -0.675496 -0.095238 0.014322 0.949801 0.312527
0.017990 -0.675412 -0.095238 -0.025739 0.954476 0.297176
0.027973 -0.674864 -0.095238 -0.065323 0.956393 0.284685
0.037963 -0.674079 -0.095238 -0.075357 0.954092 0.289879
0.048017 -0.673256 -0.095238 -0.064488 0.951272 0.301534
0.057482 -0.672575 -0.095238 -0.032141 0.950682 0.308498
0.066105 -0.672324 -0.095238 -0.008144 0.950856 0.309525
0.073979 -0.672472 -0.095238 0.024413 0.951457 0.306813
0.081795 -0.672954 -0.095238 0.051509 0.952211 0.301066
0.089087 -0.673420 -0.095238 0.058755 0.953616 0.295236
0.095601 -0.673765 -0.095238 0.045268 0.956347 0.288708
0.101109 -0.673960 -0.095238 0.023211 0.958626 0.283721
0.106583 -0.674024 -0.095238 0.000744 0.959248 0.282565
0.112323 -0.673976 -0.095238 -0.015840 0.960945 0.276286
0.119131 -0.673793 -0.095238 -0.035365 0.962069 0.270505
0.127107 -0.673535 -0.095238 -0.044239 0.961893 0.269824
0.136243 -0.673178 -0.095238 -0.042580 0.961453 0.271651
0.145391 -0.672824 -0.095238 -0.039828 0.960386 0.275814
0.153682 -0.672485 -0.095238 -0.037661 0.959166 0.280326
0.160563 -0.672279 -0.095238 -0.041357 0.960427 0.275445
0.166306 -0.672111 -0.095238 -0.045571 0.961451 0.271175
0.171445 -0.671881 -0.095238 -0.051687 0.961901 0.268467
0.176689 -0.671472 -0.095238 -0.057170 0.962404 0.265539
0.182500 -0.670964 -0.095238 -0.067539 0.961370 0.266844
0.189416 -0.670438 -0.095238 -0.079175 0.958085 0.275326
0.196872 -0.669824 -0.095238 -0.092437 0.952152 0.291312
0.204571 -0.668971 -0.095238 -0.120967 0.940899 0.316347
0.211769 -0.667766 -0.095238 -0.149751 0.927734 0.341884
0.218653 -0.666440 -0.095238 -0.207284 0.902328 0.377939
0.224985 -0.665089 -0.095238 -0.252728 0.873505 0.416074
0.230721 -0.663662 -0.095238 -0.290260 0.851282 0.437114
0.235692 -0.662203 -0.095238 -0.311726 0.835179 0.453103
0.240103 -0.660252 -0.095238 -0.376649 0.785363 0.491264
0.244185 -0.658102 -0.095238 -0.410960 0.754054 0.512362
0.248675 -0.654437 -0.095238 -0.463444 0.699360 0.544164
0.253573 -0.649569 -0.095238 -0.582796 0.558314 0.590453
0.258581 -0.643097 -0.095238 -0.662431 0.440360 0.606027
0.262419 -0.636704 -0.095238 -0.722578 0.326028 0.609579
0.264813 -0.630762 -0.095238 -0.754985 0.248895 0.606671
0.266399 -0.625288 -0.095238 -0.775948 0.182619 0.603784
0.267629 -0.619506 -0.095238 -0.783367 0.154185 0.602132
0.268931 -0.612614 -0.095238 -0.806647 0.106731 0.581316
0.269649 -0.605127 -0.095238 -0.814383 0.083510 0.574288
0.270631 -0.598129 -0.095238 -0.825982 0.062762 0.560191
0.271335 -0.592519 -0.095238 -0.826769 0.059343 0.559403
0.272106 -0.587815 -0.095238 -0.830683 0.051064 0.554399
0.272092 -0.582621 -0.095238 -0.834168 0.044148 0.549740
0.272282 -0.576881 -0.095238 -0.827638 0.034192 0.560220
0.272463 -0.571106 -0.095238 -0.839364 0.015954 0.543335
0.272793 -0.565813 -0.095238 -0.839391 0.003054 0.543520
0.272781 -0.561113 -0.095238 -0.852875 -0.014161 0.521923
0.272520 -0.556672 -0.095238 -0.838828 -0.027280 0.543712
0.272279 -0.552292 -0.095238 -0.824932 -0.032690 0.564285
0.271702 -0.547272 -0.095238 -0.818043 -0.024130 0.574650
0.271565 -0.542215 -0.095238 -0.814094 -0.000630 0.580732
0.271485 -0.537652 -0.095238 -0.809182 0.014029 0.587391
0.271804 -0.533947 -0.095238 -0.810314 0.017388 0.585738
0.271918 -0.530600 -0.095238 -0.806719 0.021056 0.590560
0.272385 -0.527043 -0.095238 -0.810799 0.018014 0.585047
0.272812 -0.523775 -0.095238 -0.814171 0.009635 0.580545
0.272793 -0.519916 -0.095238 -0.818666 -0.007502 0.574221
0.272403 -0.516573 -0.095238 -0.816611 -0.012839 0.577045
0.272336 -0.512683 -0.095238 -0.817783 -0.026163 0.574931
0.272647 -0.509899 -0.095238 -0.821310 -0.029758 0.569705
0.272645 -0.506856 -0.095238 -0.822630 -0.036347 0.567414
0.271985 -0.504076 -0.095238 -0.819889 -0.037446 0.571296
0.271650 -0.500734 -0.095238 -0.820367 -0.039646 0.570462
0.271622 -0.497357 -0.095238 -0.818485 -0.036527 0.573365
0.271899 -0.493715 -0.095238 -0.819995 -0.032077 0.571471
0.271483 -0.488977 -0.095238 -0.821905 -0.028290 0.568921
0.271118 -0.482600 -0.095238 -0.820369 -0.027256 0.571185
0.270414 -0.475085 -0.095238 -0.817080 -0.046399 0.574655
0.269867 -0.467133 -0.095238 -0.809243 -0.091113 0.580365
0.263480 -0.472048 -0.102662 -0.774381 -0.073641 0.628419
0.257093 -0.476963 -0.110085 -0.728548 -0.073732 0.681015
0.244640 -0.456947 -0.117509 -0.560989 -0.321972 0.762643
0.236284 -0.446914 -0.117509 -0.376534 -0.545246 0.748952
0.224942 -0.441624 -0.117509 -0.180023 -0.717483 0.672911
0.210813 -0.438003 -0.117509 -0.127800 -0.778866 0.614032
0.187483 -0.435237 -0.117509 -0.084547 -0.803615 0.589113
0.157295 -0.433234 -0.117509 -0.008991 -0.807374 0.589971
0.096365 -0.432066 -0.117509 -0.015416 -0.795917 0.605210
0.007477 -0.431940 -0.117509 0.011177 -0.827981 0.560645
-0.110496 -0.432471 -0.117509 -0.000886 -0.841771 0.539834
-0.211045 -0.434147 -0.117509 0.011740 -0.810702 0.585341
-0.276042 -0.437077 -0.117509 0.038613 -0.803382 0.594211
-0.303760 -0.441788 -0.117509 0.330194 -0.679211 0.655473
-0.315187 -0.450094 -0.117509 0.526772 -0.467391 0.709970
-0.322753 -0.462098 -0.117509 0.643165 -0.234678 0.728879
-0.327287 -0.478284 -0.117509 0.702526 -0.054895 0.709537
-0.329535 -0.496346 -0.117509 0.699264 -0.013651 0.714733
-0.329695 -0.523623 -0.117509 0.678643 -0.016086 0.734292
-0.328125 -0.558409 -0.117509 0.716410 0.077275 0.693387
-0.325197 -0.598634 -0.117509 0.654128 -0.001292 0.756382
-0.321601 -0.627526 -0.117509 0.676585 0.117838 0.726875
-0.317126 -0.645036 -0.117509 0.628640 0.390499 0.672549
-0.310045 -0.652836 -0.117509 0.569880 0.522283 0.634395
-0.297847 -0.659221 -0.117509 0.390366 0.769047 0.506143
-0.280228 -0.664540 -0.117509 0.147316 0.918254 0.367570
-0.233800 -0.667790 -0.117509 -0.008436 0.942230 0.334861
-0.152469 -0.669117 -0.117509 0.014459 0.950438 0.310577
-0.032493 -0.668641 -0.117509 -0.022311 0.931549 0.362931
0.075964 -0.667301 -0.117509 0.021481 0.943649 0.330251
0.153545 -0.665140 -0.117509 -0.035052 0.946687 0.320242
0.190804 -0.662253 -0.117509 -0.132068 0.929650 0.343961
0.210150 -0.658668 -0.117509 -0.295655 0.856751 0.422570
0.222888 -0.652973 -0.117509 -0.438768 0.724697 0.531316
0.233588 -0.644376 -0.117509 -0.531465 0.588688 0.609090
0.243509 -0.633145 -0.117509 -0.638602 0.399784 0.657542
0.250441 -0.621689 -0.117509 -0.719782 0.238918 0.651792
0.254233 -0.600514 -0.117509 -0.757403 0.056789 0.650474
0.255422 -0.567071 -0.117509 -0.687895 -0.030831 0.725155
0.254343 -0.520494 -0.117509 -0.737029 0.028816 0.675246
0.247231 -0.521606 -0.124919 -0.725555 0.022660 0.687791
0.240120 -0.522719 -0.132328 -0.724541 0.005521 0.689210
0.232646 -0.519991 -0.139738 -0.697577 -0.019023 0.716258
0.231615 -0.516154 -0.139738 -0.693517 -0.025055 0.720005
0.230495 -0.511180 -0.139738 -0.678524 -0.040837 0.733442
0.229917 -0.506047 -0.139738 -0.672122 -0.063969 0.737672
0.229669 -0.500435 -0.139738 -0.670298 -0.071577 0.738632
0.229436 -0.495131 -0.139738 -0.658209 -0.110798 0.744637
0.229181 -0.489916 -0.139738 -0.655314 -0.141435 0.741997
0.228115 -0.485293 -0.139738 -0.630727 -0.181592 0.754459
0.226697 -0.480707 -0.139738 -0.608689 -0.221715 0.761800
0.224414 -0.476683 -0.139738 -0.552899 -0.293692 0.779774
0.222459 -0.472639 -0.139738 -0.519337 -0.352958 0.778274
0.219879 -0.469369 -0.139738 -0.460503 -0.401793 0.791517
0.217654 -0.465951 -0.139738 -0.414231 -0.467100 0.781172
0.214653 -0.463067 -0.139738 -0.375237 -0.501851 0.779322
0.211275 -0.460777 -0.139738 -0.288234 -0.576248 0.764761
0.206699 -0.459409 -0.139738 -0.211880 -0.624475 0.751757
0.201482 -0.458456 -0.139738 -0.155781 -0.646778 0.746599
0.195668 -0.457563 -0.139738 -0.091045 -0.661423 0.744467
0.190199 -0.456752 -0.139738 -0.062813 -0.660640 0.748070
0.185185 -0.456195 -0.139738 -0.034467 -0.669055 0.742413
0.180941 -0.455100 -0.139738 -0.022850 -0.677421 0.735240
0.176316 -0.454184 -0.139738 -0.017422 -0.677814 0.735027
0.171517 -0.453360 -0.139738 -0.012435 -0.678021 0.734938
0.166026 -0.453348 -0.139738 -0.015571 -0.678318 0.734603
0.160177 -0.453518 -0.139738 -0.018890 -0.674405 0.738120
0.153789 -0.453670 -0.139738 -0.026979 -0.679740 0.732956
0.147409 -0.453669 -0.139738 -0.026934 -0.683948 0.729033
0.141029 -0.453504 -0.139738 -0.025930 -0.688425 0.724844
0.134442 -0.453322 -0.139738 -0.017819 -0.695083 0.718709
0.127303 -0.453471 -0.139738 -0.004643 -0.699404 0.714711
0.120157 -0.453735 -0.139738 0.003132 -0.701005 0.713150
0.113393 -0.454167 -0.139738 0.005661 -0.697620 0.716446
0.107225 -0.454180 -0.139738 0.006709 -0.700697 0.713427
0.101618 -0.454149 -0.139738 -0.006783 -0.703280 0.710880
0.096363 -0.454087 -0.139738 -0.011900 -0.704121 0.709980
0.090820 -0.454416 -0.139738 -0.023615 -0.704786 0.709026
0.084722 -0.454857 -0.139738 -0.042931 -0.705198 0.707709
0.078607 -0.454838 -0.139738 -0.059130 -0.710527 0.701181
0.073555 -0.454017 -0.139738 -0.057871 -0.715864 0.695837
0.070162 -0.453009 -0.139738 -0.057822 -0.718381 0.693242
0.067392 -0.452723 -0.139738 -0.053577 -0.717623 0.694368
0.065200 -0.452984 -0.139738 -0.053577 -0.717623 0.694368
0.062476 -0.452913 -0.139738 -0.046550 -0.727706 0.684308
0.059691 -0.452031 -0.139738 -0.038282 -0.728213 0.684281
0.055802 -0.451546 -0.139738 -0.031492 -0.728783 0.684020
0.051368 -0.451403 -0.139738 -0.022602 -0.733741 0.679053
0.046423 -0.451745 -0.139738 -0.011339 -0.743919 0.668174
0.041489 -0.451716 -0.139738 -0.002177 -0.745356 0.666663
0.037036 -0.451766 -0.139738 0.001378 -0.738359 0.674406
0.032845 -0.451777 -0.139738 0.005758 -0.741477 0.670954
0.028613 -0.451388 -0.139738 0.005913 -0.746914 0.664895
0.023415 -0.451466 -0.139738 0.019040 -0.732650 0.680339
0.018194 -0.451620 -0.139738 0.028227 -0.728633 0.684323
0.013568 -0.452250 -0.139738 0.035531 -0.727751 0.684921
0.009352 -0.452048 -0.139738 0.042205 -0.722991 0.689567
0.004785 -0.452271 -0.139738 0.044397 -0.721946 0.690524
-0.000647 -0.452455 -0.139738 0.042617 -0.721221 0.691393
-0.006049 -0.453291 -0.139738 0.039426 -0.725468 0.687126
-0.012323 -0.453557 -0.139738 0.030486 -0.730452 0.682284
-0.019672 -0.453795 -0.139738 0.007261 -0.727445 0.686127
-0.027786 -0.453857 -0.139738 -0.003020 -0.734132 0.679000
-0.035281 -0.453708 -0.139738 -0.000396 -0.732408 0.680866
-0.041411 -0.453558 -0.139738 0.002217 -0.734937 0.678132
-0.047086 -0.453082 -0.139738 0.005369 -0.728741 0.684768
-0.052710 -0.453036 -0.139738 0.007984 -0.725082 0.688616
-0.059092 -0.453045 -0.139738 0.003670 -0.724703 0.689052
-0.066003 -0.453229 -0.139738 -0.011168 -0.721855 0.691954
-0.073704 -0.453367 -0.139738 -0.023599 -0.717582 0.696074
-0.081001 -0.453313 -0.139738 -0.040401 -0.699498 0.713491
-0.087698 -0.453348 -0.139738 -0.042435 -0.698872 0.713987
-0.092767 -0.452973 -0.139738 -0.048211 -0.707839 0.704727
-0.097746 -0.452477 -0.139738 -0.046464 -0.721252 0.691113
-0.103006 -0.451235 -0.139738 -0.046270 -0.718023 0.694480
-0.109968 -0.450007 -0.139738 -0.034078 -0.731224 0.681286
-0.116961 -0.449246 -0.139738 -0.027360 -0.732471 0.680248
-0.123421 -0.449079 -0.139738 -0.007960 -0.739342 0.673283
-0.128961 -0.449531 -0.139738 -0.002883 -0.727938 0.685637
-0.134711 -0.449748 -0.139738 0.018975 -0.736080 0.676629
-0.141012 -0.450336 -0.139738 0.034760 -0.722744 0.690241
-0.147367 -0.450986 -0.139738 0.040736 -0.727705 0.684680
-0.152692 -0.451666 -0.139738 0.046278 -0.715188 0.697399
-0.156912 -0.452077 -0.139738 0.046895 -0.711307 0.701316
-0.159721 -0.452188 -0.139738 0.046450 -0.707935 0.704748
-0.162502 -0.452721 -0.139738 0.043777 -0.705612 0.707245
-0.165069 -0.453324 -0.139738 0.042070 -0.706907 0.706054
-0.168747 -0.453602 -0.139738 0.040177 -0.705515 0.707555
-0.172968 -0.453215 -0.139738 0.038494 -0.704376 0.708782
-0.178751 -0.452835 -0.139738 0.036314 -0.709567 0.703701
-0.185681 -0.452731 -0.139738 0.030560 -0.715792 0.697644
-0.194251 -0.453137 -0.139738 0.023338 -0.718000 0.695652
-0.203100 -0.453353 -0.139738 0.008715 -0.722158 0.691673
-0.211390 -0.453785 -0.139738 -0.013384 -0.720106 0.693735
-0.218065 -0.453562 -0.139738 -0.022926 -0.730930 0.682067
-0.223647 -0.453433 -0.139738 -0.030383 -0.726761 0.686218
-0.228897 -0.452712 -0.139738 -0.031262 -0.733419 0.679058
-0.234666 -0.452364 -0.139738 -0.024812 -0.735740 0.676809
-0.241023 -0.451944 -0.139738 -0.018366 -0.739478 0.672931
-0.247965 -0.451871 -0.139738 -0.011896 -0.737453 0.675293
-0.254952 -0.451812 -0.139738 -0.002436 -0.732974 0.680252
-0.262197 -0.451852 -0.139738 0.016950 -0.731013 0.682153
-0.269237 -0.452115 -0.139738 0.058797 -0.698275 0.713411
-0.275639 -0.453100 -0.139738 0.107127 -0.678586 0.726667
-0.280848 -0.454878 -0.139738 0.196392 -0.612481 0.765701
-0.284854 -0.456958 -0.139738 0.271043 -0.544575 0.793709
-0.288268 -0.458714 -0.139738 0.312259 -0.504565 0.804928
-0.291123 -0.460420 -0.139738 0.383579 -0.461635 0.799850
-0.293635 -0.462448 -0.139738 0.422264 -0.432272 0.796765
-0.295960 -0.465175 -0.139738 0.445206 -0.391473 0.805320
-0.298653 -0.468175 -0.139738 0.501040 -0.319983 0.804096
-0.300559 -0.472249 -0.139738 0.562085 -0.231762 0.793944
-0.302328 -0.476395 -0.139738 0.595180 -0.176695 0.783925
-0.303150 -0.481135 -0.139738 0.604982 -0.123755 0.786563
-0.304694 -0.485336 -0.139738 0.640870 -0.078029 0.763673
-0.305197 -0.490918 -0.139738 0.652958 -0.055038 0.755392
-0.305644 -0.496519 -0.139738 0.651612 -0.038453 0.757578
-0.305413 -0.503326 -0.139738 0.647960 -0.008246 0.761630
-0.305819 -0.509795 -0.139738 0.652996 0.003476 0.757353
-0.305995 -0.517338 -0.139738 0.666396 0.010836 0.745520
-0.306146 -0.524153 -0.139738 0.659245 0.007769 0.751888
-0.305989 -0.530439 -0.139738 0.668677 0.003118 0.743546
-0.305736 -0.535942 -0.139738 0.666376 -0.003635 0.745607
-0.305509 -0.541661 -0.139738 0.663662 -0.004384 0.748019
-0.305243 -0.547889 -0.139738 0.668147 0.007103 0.743995
-0.305271 -0.554620 -0.139738 0.665807 0.026605 0.745650
-0.305288 -0.561663 -0.139738 0.677837 0.048724 0.733595
-0.304793 -0.568112 -0.139738 0.699076 0.067548 0.711849
-0.303631 -0.573516 -0.139738 0.686370 0.067534 0.724110
-0.302335 -0.577369 -0.139738 0.691830 0.066329 0.719008
-0.302111 -0.581273 -0.139738 0.697805 0.057372 0.713987
-0.302462 -0.584613 -0.139738 0.692790 0.050467 0.719371
-0.302377 -0.588537 -0.139738 0.690286 0.038105 0.722533
-0.301161 -0.591979 -0.139738 0.691259 0.030555 0.721960
-0.299990 -0.596312 -0.139738 0.677993 0.021345 0.734759
-0.299357 -0.601148 -0.139738 0.654737 0.020230 0.755586
-0.299278 -0.607039 -0.139738 0.663505 0.029056 0.747607
-0.299457 -0.613316 -0.139738 0.663349 0.044971 0.746958
-0.299823 -0.619639 -0.139738 0.662377 0.083101 0.744547
-0.300379 -0.625375 -0.139738 0.668887 0.136863 0.730657
-0.300284 -0.630692 -0.139738 0.660001 0.167567 0.732339
-0.299300 -0.635897 -0.139738 0.651513 0.248896 0.716646
-0.296956 -0.640850 -0.139738 0.604265 0.329416 0.725499
-0.293163 -0.645366 -0.139738 0.534105 0.459553 0.709607
-0.288357 -0.649177 -0.139738 0.453874 0.544240 0.705550
-0.282806 -0.652785 -0.139738 0.332925 0.646885 0.686076
-0.277005 -0.655673 -0.139738 0.243267 0.738627 0.628690
-0.270276 -0.657410 -0.139738 0.148553 0.806701 0.571984
-0.262229 -0.657870 -0.139738 0.112408 0.805660 0.581615
-0.252830 -0.658092 -0.139738 0.067605 0.848893 0.524224
-0.242773 -0.658645 -0.139738 0.032882 0.876840 0.479657
-0.233526 -0.659564 -0.139738 -0.006609 0.890302 0.455322
-0.224660 -0.660050 -0.139738 -0.030948 0.897064 0.440815
-0.215914 -0.659991 -0.139738 -0.052608 0.896355 0.440204
-0.206191 -0.659392 -0.139738 -0.062634 0.889742 0.452146
-0.196206 -0.658830 -0.139738 -0.051331 0.896291 0.440485
-0.186561 -0.658444 -0.139738 -0.029142 0.893277 0.448561
-0.177722 -0.658359 -0.139738 0.000866 0.891117 0.453773
-0.170221 -0.658225 -0.139738 0.024075 0.894673 0.446072
-0.163947 -0.658157 -0.139738 0.025852 0.885667 0.463601
-0.158538 -0.658110 -0.139738 0.028541 0.880652 0.472903
-0.153101 -0.658403 -0.139738 0.030805 0.885489 0.463639
-0.147233 -0.658684 -0.139738 0.028219 0.887472 0.459996
-0.141045 -0.658865 -0.139738 0.019018 0.898067 0.439448
-0.134919 -0.658810 -0.139738 0.007991 0.899914 0.435995
-0.128505 -0.658765 -0.139738 -0.001683 0.901765 0.432223
-0.121707 -0.658681 -0.139738 -0.015560 0.903865 0.427535
-0.114054 -0.658549 -0.139738 -0.019750 0.904736 0.425515
-0.106065 -0.658230 -0.139738 -0.016534 0.901512 0.432438
-0.098092 -0.658051 -0.139738 0.002417 0.901377 0.433028
-0.090423 -0.658011 -0.139738 0.010595 0.891644 0.452613
-0.083194 -0.658237 -0.139738 0.009750 0.879708 0.475414
-0.076247 -0.658436 -0.139738 0.000843 0.889326 0.457273
-0.069827 -0.658477 -0.139738 -0.031121 0.889692 0.455499
-0.064009 -0.658336 -0.139738 -0.052446 0.900696 0.431273
-0.057587 -0.657902 -0.139738 -0.059706 0.899060 0.433735
-0.050304 -0.657437 -0.139738 -0.060470 0.903786 0.423690
-0.041320 -0.656918 -0.139738 -0.036798 0.914143 0.403719
-0.032857 -0.656640 -0.139738 -0.004165 0.912114 0.409915
-0.023900 -0.656483 -0.139738 0.007113 0.922892 0.384994
-0.015552 -0.656447 -0.139738 0.009273 0.915259 0.402760
-0.006776 -0.656429 -0.139738 0.018771 0.907284 0.420100
0.000389 -0.656435 -0.139738 0.030083 0.898800 0.437326
0.007338 -0.656625 -0.139738 0.031417 0.893983 0.446998
0.014333 -0.656988 -0.139738 0.023083 0.883167 0.468491
0.022391 -0.657503 -0.139738 0.009235 0.879627 0.475575
0.029833 -0.657872 -0.139738 -0.001729 0.882220 0.470834
0.036331 -0.658089 -0.139738 -0.018188 0.895332 0.445027
0.041915 -0.658129 -0.139738 -0.023962 0.892104 0.451195
0.047805 -0.657980 -0.139738 -0.019640 0.900505 0.434401
0.054522 -0.657636 -0.139738 -0.010560 0.898250 0.439357
0.061986 -0.657158 -0.139738 -0.002592 0.903658 0.428248
0.069388 -0.656852 -0.139738 0.002068 0.911805 0.410619
0.075812 -0.656738 -0.139738 0.011914 0.916821 0.399120
0.081292 -0.656906 -0.139738 0.023660 0.916469 0.399406
0.086290 -0.657259 -0.139738 0.027635 0.917488 0.396802
0.091299 -0.657806 -0.139738 0.029405 0.913731 0.405255
0.096360 -0.658259 -0.139738 0.030201 0.906612 0.420884
0.101400 -0.658503 -0.139738 0.030620 0.903420 0.427663
0.106717 -0.658387 -0.139738 0.025412 0.900759 0.433575
0.112574 -0.658227 -0.139738 0.014952 0.899690 0.436274
0.118978 -0.657824 -0.139738 -0.019717 0.885972 0.463320
0.125337 -0.657670 -0.139738 -0.042698 0.880337 0.472424
0.131147 -0.657333 -0.139738 -0.062111 0.871982 0.485581
0.136415 -0.657303 -0.139738 -0.071670 0.875886 0.477166
0.142346 -0.656813 -0.139738 -0.075347 0.868435 0.490044
0.149337 -0.656326 -0.139738 -0.064504 0.864078 0.499208
0.157421 -0.655576 -0.139738 -0.041658 0.870520 0.490366
0.164829 -0.655145 -0.139738 -0.028873 0.864286 0.502171
0.171419 -0.654852 -0.139738 -0.030293 0.856338 0.515527
0.177453 -0.654695 -0.139738 -0.050021 0.858574 0.510245
0.183726 -0.654215 -0.139738 -0.099104 0.856835 0.505976
0.190558 -0.652869 -0.139738 -0.169905 0.846207 0.505041
0.197793 -0.650469 -0.139738 -0.264010 0.810309 0.523161
0.204824 -0.647311 -0.139738 -0.389031 0.717367 0.577962
0.210753 -0.643957 -0.139738 -0.488834 0.608183 0.625423
0.214808 -0.640948 -0.139738 -0.539308 0.594060 0.596858
0.218059 -0.637935 -0.139738 -0.599712 0.522029 0.606491
0.221127 -0.634799 -0.139738 -0.599712 0.522029 0.606491
0.224251 -0.630494 -0.139738 -0.635557 0.436877 0.636558
0.227291 -0.625918 -0.139738 -0.685937 0.347279 0.639444
0.229526 -0.620999 -0.139738 -0.711541 0.269598 0.648865
0.231462 -0.616451 -0.139738 -0.717244 0.253146 0.649213
0.232810 -0.610716 -0.139738 -0.731482 0.189063 0.655126
0.234155 -0.604298 -0.139738 -0.740608 0.097698 0.664797
0.235251 -0.597143 -0.139738 -0.743650 0.030777 0.667860
0.235137 -0.590461 -0.139738 -0.732675 -0.066559 0.677316
0.234095 -0.583806 -0.139738 -0.729399 -0.089474 0.678213
0.232388 -0.576863 -0.139738 -0.740563 -0.070550 0.668273
0.231935 -0.569640 -0.139738 -0.737652 -0.034508 0.674299
0.231800 -0.562145 -0.139738 -0.748034 -0.003508 0.663651
0.231836 -0.554968 -0.139738 -0.754385 0.017112 0.656209
0.231430 -0.548596 -0.139738 -0.747719 0.027977 0.663426
0.231828 -0.543344 -0.139738 -0.739597 0.019316 0.672773
0.232767 -0.539306 -0.139738 -0.736865 0.014721 0.675880
0.233123 -0.535173 -0.139738 -0.726606 0.005842 0.687030
0.232917 -0.531335 -0.139738 -0.721042 0.000658 0.692891
0.232709 -0.527157 -0.139738 -0.716352 -0.004110 0.697727
